Champion,Talent,Card,Card Level,Winrate,Match Count,Confidence Interval -,Confidence Interval +
Ash,Slug Shot,Indomitable,4,49%,"3,021",46%,51%
Ash,Slug Shot,Heavy Metal,4,48%,"3,107",46%,50%
Ash,Slug Shot,Siege Engine,4,52%,297,45%,60%
Ash,Slug Shot,War Machine,4,48%,"2,120",45%,50%
Ash,Slug Shot,Gate-Crasher,4,50%,555,44%,55%
Ash,Slug Shot,Fervor,4,52%,213,43%,61%
Ash,Slug Shot,Vanguard,4,51%,317,43%,58%
Ash,Slug Shot,Castle-Forged,4,50%,328,43%,57%
Ash,Slug Shot,Percussion,4,48%,804,43%,52%
Ash,Slug Shot,Brawl,4,49%,339,42%,56%
Ash,Slug Shot,Thrive,4,51%,161,41%,61%
Ash,Slug Shot,Ramparts,4,48%,293,41%,55%
Ash,Slug Shot,Furious Charge,4,44%,150,34%,54%
Ash,Slug Shot,Battlement,4,49%,63,33%,64%
Ash,Slug Shot,Watchtower,4,43%,64,28%,58%
Ash,Slug Shot,Trebuchet,4,33%,3,0%,74%
Ash,Slug Shot,Vanguard,3,51%,"1,430",48%,54%
Ash,Slug Shot,War Machine,3,51%,"1,250",47%,54%
Ash,Slug Shot,Ramparts,3,51%,680,46%,56%
Ash,Slug Shot,Fervor,3,51%,402,45%,57%
Ash,Slug Shot,Heavy Metal,3,49%,"1,360",45%,52%
Ash,Slug Shot,Percussion,3,49%,855,44%,53%
Ash,Slug Shot,Indomitable,3,48%,755,44%,53%
Ash,Slug Shot,Gate-Crasher,3,48%,568,43%,54%
Ash,Slug Shot,Siege Engine,3,48%,561,43%,53%
Ash,Slug Shot,Thrive,3,49%,320,41%,56%
Ash,Slug Shot,Castle-Forged,3,48%,361,41%,54%
Ash,Slug Shot,Furious Charge,3,45%,324,38%,53%
Ash,Slug Shot,Brawl,3,43%,566,37%,48%
Ash,Slug Shot,Trebuchet,3,44%,125,32%,55%
Ash,Slug Shot,Watchtower,3,43%,136,32%,54%
Ash,Slug Shot,Battlement,3,40%,144,29%,50%
Ash,Slug Shot,Trebuchet,2,56%,274,49%,64%
Ash,Slug Shot,Heavy Metal,2,52%,"1,113",48%,56%
Ash,Slug Shot,Brawl,2,53%,436,47%,59%
Ash,Slug Shot,Percussion,2,50%,737,45%,55%
Ash,Slug Shot,Fervor,2,48%,"2,093",45%,51%
Ash,Slug Shot,War Machine,2,49%,663,44%,54%
Ash,Slug Shot,Ramparts,2,49%,659,44%,54%
Ash,Slug Shot,Watchtower,2,53%,150,43%,63%
Ash,Slug Shot,Castle-Forged,2,50%,319,43%,57%
Ash,Slug Shot,Siege Engine,2,49%,511,43%,54%
Ash,Slug Shot,Battlement,2,48%,556,43%,54%
Ash,Slug Shot,Furious Charge,2,49%,387,42%,55%
Ash,Slug Shot,Vanguard,2,48%,535,42%,53%
Ash,Slug Shot,Indomitable,2,48%,268,40%,56%
Ash,Slug Shot,Thrive,2,45%,379,38%,51%
Ash,Slug Shot,Gate-Crasher,2,45%,307,38%,52%
Ash,Slug Shot,Fervor,1,52%,"2,184",49%,54%
Ash,Slug Shot,War Machine,1,51%,"1,204",48%,55%
Ash,Slug Shot,Trebuchet,1,50%,"2,999",48%,52%
Ash,Slug Shot,Percussion,1,50%,"1,660",47%,54%
Ash,Slug Shot,Brawl,1,53%,413,46%,59%
Ash,Slug Shot,Vanguard,1,52%,484,46%,57%
Ash,Slug Shot,Heavy Metal,1,50%,"1,193",46%,54%
Ash,Slug Shot,Siege Engine,1,49%,979,45%,53%
Ash,Slug Shot,Ramparts,1,52%,212,44%,61%
Ash,Slug Shot,Castle-Forged,1,51%,264,43%,59%
Ash,Slug Shot,Furious Charge,1,50%,347,43%,57%
Ash,Slug Shot,Gate-Crasher,1,49%,438,42%,55%
Ash,Slug Shot,Battlement,1,48%,235,40%,57%
Ash,Slug Shot,Indomitable,1,48%,195,39%,57%
Ash,Slug Shot,Thrive,1,43%,357,37%,50%
Ash,Slug Shot,Watchtower,1,46%,191,36%,55%
Atlas,Deja vu,Old Wounds,5,49%,"4,575",47%,51%
Atlas,Deja vu,Lost Legacy,5,49%,"4,090",47%,51%
Atlas,Deja vu,Phantom Pain,5,47%,"11,790",46%,49%
Atlas,Deja vu,Ravages of Time,5,58%,94,45%,71%
Atlas,Deja vu,Beyond The Veil,5,47%,"1,355",43%,50%
Atlas,Deja vu,No One Escapes,5,46%,663,41%,51%
Atlas,Deja vu,Life Unlived,5,46%,496,40%,52%
Atlas,Deja vu,Paradox,5,43%,"1,113",39%,47%
Atlas,Deja vu,Distant Memory,5,47%,178,38%,57%
Atlas,Deja vu,Continuum Shift,5,46%,205,37%,55%
Atlas,Deja vu,Safe Haven,5,46%,189,37%,55%
Atlas,Deja vu,Lessons of the Past,5,44%,190,35%,53%
Atlas,Deja vu,Infinity Engine,5,46%,58,30%,62%
Atlas,Deja vu,Steady Arm,5,50%,4,10%,89%
Atlas,Deja vu,Hell Hunter,5,20%,5,0%,54%
Atlas,Deja vu,Rewritten History,5,0%,1,0%,43%
Atlas,Deja vu,Old Wounds,4,49%,"6,263",48%,51%
Atlas,Deja vu,Beyond The Veil,4,51%,"1,493",47%,54%
Atlas,Deja vu,Lost Legacy,4,49%,"5,723",47%,50%
Atlas,Deja vu,Life Unlived,4,50%,858,46%,55%
Atlas,Deja vu,Phantom Pain,4,48%,"3,412",46%,50%
Atlas,Deja vu,Lessons of the Past,4,52%,240,44%,61%
Atlas,Deja vu,Distant Memory,4,49%,470,43%,55%
Atlas,Deja vu,No One Escapes,4,48%,602,43%,53%
Atlas,Deja vu,Paradox,4,46%,"1,645",43%,49%
Atlas,Deja vu,Safe Haven,4,46%,535,41%,52%
Atlas,Deja vu,Continuum Shift,4,47%,275,39%,55%
Atlas,Deja vu,Infinity Engine,4,43%,72,28%,57%
Atlas,Deja vu,Ravages of Time,4,47%,23,24%,71%
Atlas,Deja vu,Steady Arm,4,50%,12,20%,79%
Atlas,Deja vu,Hell Hunter,4,37%,16,11%,63%
Atlas,Deja vu,Rewritten History,4,33%,3,0%,74%
Atlas,Deja vu,Lost Legacy,3,48%,"5,179",47%,50%
Atlas,Deja vu,Old Wounds,3,47%,"5,908",46%,49%
Atlas,Deja vu,Continuum Shift,3,50%,678,45%,55%
Atlas,Deja vu,Phantom Pain,3,49%,"1,187",45%,53%
Atlas,Deja vu,Hell Hunter,3,52%,180,43%,62%
Atlas,Deja vu,Beyond The Veil,3,47%,"1,189",43%,51%
Atlas,Deja vu,Safe Haven,3,45%,"2,812",43%,48%
Atlas,Deja vu,No One Escapes,3,47%,590,42%,53%
Atlas,Deja vu,Paradox,3,46%,793,41%,50%
Atlas,Deja vu,Life Unlived,3,45%,896,41%,50%
Atlas,Deja vu,Lessons of the Past,3,45%,744,41%,50%
Atlas,Deja vu,Steady Arm,3,55%,65,40%,70%
Atlas,Deja vu,Distant Memory,3,44%,584,39%,49%
Atlas,Deja vu,Infinity Engine,3,47%,117,36%,59%
Atlas,Deja vu,Ravages of Time,3,47%,85,33%,60%
Atlas,Deja vu,Rewritten History,3,52%,21,27%,76%
Atlas,Deja vu,Rewritten History,2,56%,135,45%,67%
Atlas,Deja vu,Old Wounds,2,49%,"1,163",45%,53%
Atlas,Deja vu,Paradox,2,49%,955,45%,53%
Atlas,Deja vu,Steady Arm,2,51%,304,44%,58%
Atlas,Deja vu,Beyond The Veil,2,50%,508,44%,55%
Atlas,Deja vu,Continuum Shift,2,49%,822,44%,53%
Atlas,Deja vu,Hell Hunter,2,48%,"1,348",44%,51%
Atlas,Deja vu,Lost Legacy,2,48%,999,44%,52%
Atlas,Deja vu,Life Unlived,2,47%,972,43%,51%
Atlas,Deja vu,Lessons of the Past,2,48%,537,42%,53%
Atlas,Deja vu,Safe Haven,2,46%,764,42%,51%
Atlas,Deja vu,Distant Memory,2,46%,713,41%,51%
Atlas,Deja vu,Ravages of Time,2,49%,126,38%,60%
Atlas,Deja vu,Phantom Pain,2,43%,541,38%,49%
Atlas,Deja vu,Infinity Engine,2,43%,362,36%,50%
Atlas,Deja vu,No One Escapes,2,43%,335,36%,50%
Atlas,Deja vu,Continuum Shift,1,49%,"2,616",47%,52%
Atlas,Deja vu,Hell Hunter,1,48%,"13,938",47%,49%
Atlas,Deja vu,Steady Arm,1,49%,"2,729",46%,51%
Atlas,Deja vu,Paradox,1,49%,"1,734",46%,52%
Atlas,Deja vu,Safe Haven,1,49%,"1,169",45%,52%
Atlas,Deja vu,Old Wounds,1,48%,"1,408",44%,51%
Atlas,Deja vu,Distant Memory,1,48%,"1,384",44%,51%
Atlas,Deja vu,Infinity Engine,1,47%,"1,019",43%,51%
Atlas,Deja vu,Phantom Pain,1,49%,367,42%,55%
Atlas,Deja vu,No One Escapes,1,48%,459,42%,54%
Atlas,Deja vu,Lessons of the Past,1,48%,430,42%,54%
Atlas,Deja vu,Lost Legacy,1,47%,509,41%,53%
Atlas,Deja vu,Rewritten History,1,47%,483,41%,53%
Atlas,Deja vu,Life Unlived,1,45%,"1,080",41%,49%
Atlas,Deja vu,Beyond The Veil,1,43%,716,38%,48%
Atlas,Deja vu,Ravages of Time,1,43%,494,38%,49%
Atlas,Deja vu,,0,0%,5,0%,28%
Atlas,Temporal Divide,Phantom Pain,5,49%,"4,989",47%,51%
Atlas,Temporal Divide,Old Wounds,5,49%,"1,750",46%,52%
Atlas,Temporal Divide,Lost Legacy,5,48%,"1,114",44%,52%
Atlas,Temporal Divide,Beyond The Veil,5,47%,"1,729",44%,50%
Atlas,Temporal Divide,Paradox,5,47%,455,41%,53%
Atlas,Temporal Divide,No One Escapes,5,49%,151,38%,59%
Atlas,Temporal Divide,Life Unlived,5,48%,141,38%,59%
Atlas,Temporal Divide,Ravages of Time,5,55%,38,36%,74%
Atlas,Temporal Divide,Safe Haven,5,46%,136,35%,57%
Atlas,Temporal Divide,Infinity Engine,5,50%,53,34%,67%
Atlas,Temporal Divide,Distant Memory,5,43%,114,32%,55%
Atlas,Temporal Divide,Continuum Shift,5,45%,57,29%,61%
Atlas,Temporal Divide,Lessons of the Past,5,40%,32,20%,61%
Atlas,Temporal Divide,Hell Hunter,5,40%,5,2%,77%
Atlas,Temporal Divide,Steady Arm,4,100%,2,61%,100%
Atlas,Temporal Divide,Old Wounds,4,50%,"2,508",48%,53%
Atlas,Temporal Divide,Lost Legacy,4,49%,"1,806",46%,52%
Atlas,Temporal Divide,Phantom Pain,4,48%,903,44%,52%
Atlas,Temporal Divide,Beyond The Veil,4,45%,"1,100",41%,49%
Atlas,Temporal Divide,Continuum Shift,4,48%,225,39%,56%
Atlas,Temporal Divide,Distant Memory,4,46%,362,39%,53%
Atlas,Temporal Divide,Paradox,4,43%,"1,307",39%,46%
Atlas,Temporal Divide,No One Escapes,4,50%,92,37%,62%
Atlas,Temporal Divide,Safe Haven,4,43%,272,35%,51%
Atlas,Temporal Divide,Hell Hunter,4,50%,36,30%,69%
Atlas,Temporal Divide,Life Unlived,4,40%,152,30%,50%
Atlas,Temporal Divide,Ravages of Time,4,47%,21,23%,72%
Atlas,Temporal Divide,Lessons of the Past,4,40%,47,23%,57%
Atlas,Temporal Divide,Infinity Engine,4,44%,27,22%,66%
Atlas,Temporal Divide,Rewritten History,4,28%,7,0%,61%
Atlas,Temporal Divide,Continuum Shift,3,54%,256,46%,62%
Atlas,Temporal Divide,Phantom Pain,3,52%,340,45%,59%
Atlas,Temporal Divide,Hell Hunter,3,58%,75,44%,72%
Atlas,Temporal Divide,Lost Legacy,3,48%,"1,570",44%,51%
Atlas,Temporal Divide,Beyond The Veil,3,48%,799,44%,53%
Atlas,Temporal Divide,Old Wounds,3,47%,"2,708",44%,49%
Atlas,Temporal Divide,Distant Memory,3,46%,513,40%,51%
Atlas,Temporal Divide,Safe Haven,3,44%,787,40%,49%
Atlas,Temporal Divide,Rewritten History,3,70%,10,39%,100%
Atlas,Temporal Divide,Infinity Engine,3,51%,83,38%,65%
Atlas,Temporal Divide,Paradox,3,45%,391,38%,51%
Atlas,Temporal Divide,Life Unlived,3,44%,367,38%,51%
Atlas,Temporal Divide,No One Escapes,3,47%,97,34%,60%
Atlas,Temporal Divide,Lessons of the Past,3,41%,121,30%,52%
Atlas,Temporal Divide,Ravages of Time,3,44%,38,25%,63%
Atlas,Temporal Divide,Steady Arm,3,40%,5,2%,77%
Atlas,Temporal Divide,Beyond The Veil,2,53%,401,46%,59%
Atlas,Temporal Divide,Hell Hunter,2,50%,661,45%,55%
Atlas,Temporal Divide,Paradox,2,50%,477,44%,56%
Atlas,Temporal Divide,Old Wounds,2,49%,517,44%,55%
Atlas,Temporal Divide,Safe Haven,2,50%,392,43%,56%
Atlas,Temporal Divide,Phantom Pain,2,45%,875,41%,49%
Atlas,Temporal Divide,Lost Legacy,2,46%,388,39%,52%
Atlas,Temporal Divide,Life Unlived,2,46%,343,39%,53%
Atlas,Temporal Divide,Continuum Shift,2,44%,331,37%,51%
Atlas,Temporal Divide,Distant Memory,2,41%,279,33%,48%
Atlas,Temporal Divide,Lessons of the Past,2,40%,154,30%,50%
Atlas,Temporal Divide,Infinity Engine,2,38%,167,29%,48%
Atlas,Temporal Divide,No One Escapes,2,37%,145,27%,48%
Atlas,Temporal Divide,Ravages of Time,2,37%,61,22%,52%
Atlas,Temporal Divide,Rewritten History,2,36%,44,18%,53%
Atlas,Temporal Divide,Steady Arm,2,36%,38,18%,55%
Atlas,Temporal Divide,Ravages of Time,1,56%,146,46%,67%
Atlas,Temporal Divide,Steady Arm,1,51%,817,46%,55%
Atlas,Temporal Divide,Paradox,1,51%,652,46%,56%
Atlas,Temporal Divide,Hell Hunter,1,48%,"5,889",46%,49%
Atlas,Temporal Divide,Safe Haven,1,50%,520,45%,56%
Atlas,Temporal Divide,Rewritten History,1,53%,196,44%,62%
Atlas,Temporal Divide,Life Unlived,1,50%,455,44%,56%
Atlas,Temporal Divide,Distant Memory,1,48%,910,44%,52%
Atlas,Temporal Divide,Lost Legacy,1,50%,286,43%,58%
Atlas,Temporal Divide,Old Wounds,1,47%,703,42%,52%
Atlas,Temporal Divide,Continuum Shift,1,46%,"1,132",42%,50%
Atlas,Temporal Divide,Infinity Engine,1,48%,226,40%,57%
Atlas,Temporal Divide,Beyond The Veil,1,47%,228,39%,56%
Atlas,Temporal Divide,Phantom Pain,1,48%,137,37%,58%
Atlas,Temporal Divide,No One Escapes,1,45%,162,35%,54%
Atlas,Temporal Divide,Lessons of the Past,1,38%,102,26%,50%
Atlas,Temporal Divide,,0,0%,10,0%,19%
Atlas,Unstable Fissure,Continuum Shift,5,60%,205,51%,69%
Atlas,Unstable Fissure,Old Wounds,5,50%,732,45%,54%
Atlas,Unstable Fissure,Lost Legacy,5,44%,261,36%,52%
Atlas,Unstable Fissure,Phantom Pain,5,41%,617,36%,46%
Atlas,Unstable Fissure,Life Unlived,5,47%,103,35%,59%
Atlas,Unstable Fissure,Beyond The Veil,5,45%,184,35%,54%
Atlas,Unstable Fissure,Paradox,5,38%,"1,143",34%,42%
Atlas,Unstable Fissure,Distant Memory,5,50%,40,31%,68%
Atlas,Unstable Fissure,Safe Haven,5,46%,39,27%,65%
Atlas,Unstable Fissure,No One Escapes,5,35%,45,18%,52%
Atlas,Unstable Fissure,Ravages of Time,5,37%,27,15%,58%
Atlas,Unstable Fissure,Infinity Engine,5,42%,14,14%,71%
Atlas,Unstable Fissure,Steady Arm,5,50%,2,6%,93%
Atlas,Unstable Fissure,Lessons of the Past,5,30%,13,3%,58%
Atlas,Unstable Fissure,Hell Hunter,5,25%,4,0%,62%
Atlas,Unstable Fissure,Rewritten History,4,100%,3,65%,100%
Atlas,Unstable Fissure,Distant Memory,4,51%,195,42%,60%
Atlas,Unstable Fissure,Old Wounds,4,48%,540,42%,53%
Atlas,Unstable Fissure,Lost Legacy,4,47%,438,41%,54%
Atlas,Unstable Fissure,Paradox,4,45%,382,38%,51%
Atlas,Unstable Fissure,Life Unlived,4,48%,133,37%,59%
Atlas,Unstable Fissure,Phantom Pain,4,45%,259,37%,53%
Atlas,Unstable Fissure,Safe Haven,4,49%,81,35%,63%
Atlas,Unstable Fissure,No One Escapes,4,51%,33,31%,71%
Atlas,Unstable Fissure,Beyond The Veil,4,34%,842,30%,38%
Atlas,Unstable Fissure,Continuum Shift,4,34%,740,29%,38%
Atlas,Unstable Fissure,Lessons of the Past,4,44%,43,26%,62%
Atlas,Unstable Fissure,Hell Hunter,4,53%,15,25%,80%
Atlas,Unstable Fissure,Infinity Engine,4,53%,15,25%,80%
Atlas,Unstable Fissure,Ravages of Time,4,33%,3,0%,74%
Atlas,Unstable Fissure,Steady Arm,4,0%,1,0%,43%
Atlas,Unstable Fissure,Steady Arm,3,100%,2,61%,100%
Atlas,Unstable Fissure,Hell Hunter,3,61%,223,53%,69%
Atlas,Unstable Fissure,Lost Legacy,3,45%,534,39%,51%
Atlas,Unstable Fissure,Phantom Pain,3,46%,149,36%,56%
Atlas,Unstable Fissure,Distant Memory,3,45%,175,36%,55%
Atlas,Unstable Fissure,Old Wounds,3,41%,586,36%,46%
Atlas,Unstable Fissure,Paradox,3,47%,111,35%,59%
Atlas,Unstable Fissure,Continuum Shift,3,45%,167,35%,55%
Atlas,Unstable Fissure,Life Unlived,3,44%,209,35%,53%
Atlas,Unstable Fissure,Safe Haven,3,40%,337,34%,47%
Atlas,Unstable Fissure,Lessons of the Past,3,43%,125,32%,54%
Atlas,Unstable Fissure,Infinity Engine,3,46%,71,31%,61%
Atlas,Unstable Fissure,Beyond The Veil,3,37%,94,24%,49%
Atlas,Unstable Fissure,No One Escapes,3,35%,59,20%,50%
Atlas,Unstable Fissure,Ravages of Time,3,26%,15,1%,52%
Atlas,Unstable Fissure,Rewritten History,3,16%,6,0%,48%
Atlas,Unstable Fissure,Safe Haven,2,51%,141,41%,62%
Atlas,Unstable Fissure,Lost Legacy,2,50%,151,40%,61%
Atlas,Unstable Fissure,Infinity Engine,2,49%,104,36%,61%
Atlas,Unstable Fissure,Hell Hunter,2,45%,202,36%,53%
Atlas,Unstable Fissure,Life Unlived,2,44%,189,35%,53%
Atlas,Unstable Fissure,No One Escapes,2,49%,59,33%,65%
Atlas,Unstable Fissure,Phantom Pain,2,42%,172,32%,51%
Atlas,Unstable Fissure,Lessons of the Past,2,43%,108,31%,55%
Atlas,Unstable Fissure,Paradox,2,43%,99,31%,55%
Atlas,Unstable Fissure,Distant Memory,2,41%,115,30%,53%
Atlas,Unstable Fissure,Rewritten History,2,46%,47,29%,64%
Atlas,Unstable Fissure,Ravages of Time,2,47%,40,28%,66%
Atlas,Unstable Fissure,Continuum Shift,2,40%,81,27%,54%
Atlas,Unstable Fissure,Old Wounds,2,39%,105,27%,50%
Atlas,Unstable Fissure,Beyond The Veil,2,35%,60,19%,50%
Atlas,Unstable Fissure,Steady Arm,2,23%,26,3%,42%
Atlas,Unstable Fissure,Rewritten History,1,63%,237,55%,71%
Atlas,Unstable Fissure,Steady Arm,1,57%,309,50%,64%
Atlas,Unstable Fissure,Safe Haven,1,51%,119,39%,62%
Atlas,Unstable Fissure,No One Escapes,1,50%,139,39%,61%
Atlas,Unstable Fissure,Distant Memory,1,49%,187,39%,58%
Atlas,Unstable Fissure,Continuum Shift,1,46%,242,38%,54%
Atlas,Unstable Fissure,Hell Hunter,1,39%,"1,734",36%,42%
Atlas,Unstable Fissure,Lost Legacy,1,45%,102,32%,57%
Atlas,Unstable Fissure,Beyond The Veil,1,45%,75,31%,59%
Atlas,Unstable Fissure,Life Unlived,1,41%,151,31%,51%
Atlas,Unstable Fissure,Old Wounds,1,35%,793,30%,39%
Atlas,Unstable Fissure,Ravages of Time,1,43%,67,28%,58%
Atlas,Unstable Fissure,Paradox,1,40%,101,28%,52%
Atlas,Unstable Fissure,Phantom Pain,1,40%,72,26%,54%
Atlas,Unstable Fissure,Lessons of the Past,1,35%,73,21%,49%
Atlas,Unstable Fissure,Infinity Engine,1,37%,40,19%,55%
Barik,Architectonics,Brave and Bold,5,55%,"5,321",53%,57%
Barik,Architectonics,Field Deploy,5,53%,"11,379",52%,55%
Barik,Architectonics,Double-Time,5,53%,"5,469",51%,55%
Barik,Architectonics,Forged Alloy,5,53%,"4,467",51%,55%
Barik,Architectonics,Bowling Ball,5,53%,"3,152",51%,56%
Barik,Architectonics,Healing Station,5,52%,"21,234",51%,53%
Barik,Architectonics,Combat Repair,5,52%,"2,970",50%,54%
Barik,Architectonics,One Man's Scrap,5,51%,"22,602",50%,52%
Barik,Architectonics,One Man's Treasure,5,52%,"1,197",48%,55%
Barik,Architectonics,Accelerator Field,5,65%,38,47%,84%
Barik,Architectonics,Bunker,5,51%,512,46%,57%
Barik,Architectonics,Palisade,5,50%,985,46%,54%
Barik,Architectonics,Red Streak,5,50%,520,45%,56%
Barik,Architectonics,Fuel Efficiency,5,50%,292,42%,57%
Barik,Architectonics,Foundation,5,47%,241,39%,55%
Barik,Architectonics,Failsafe,5,44%,167,35%,54%
Barik,Architectonics,Brave and Bold,4,54%,"7,031",53%,56%
Barik,Architectonics,Bowling Ball,4,54%,"8,717",52%,55%
Barik,Architectonics,One Man's Scrap,4,53%,"6,432",51%,55%
Barik,Architectonics,Field Deploy,4,52%,"7,353",51%,54%
Barik,Architectonics,Healing Station,4,51%,"24,540",51%,52%
Barik,Architectonics,Combat Repair,4,52%,"4,735",50%,54%
Barik,Architectonics,Forged Alloy,4,52%,"4,261",50%,54%
Barik,Architectonics,Double-Time,4,52%,"3,899",50%,54%
Barik,Architectonics,Failsafe,4,53%,"1,521",49%,56%
Barik,Architectonics,One Man's Treasure,4,52%,"1,602",49%,55%
Barik,Architectonics,Fuel Efficiency,4,50%,473,45%,56%
Barik,Architectonics,Accelerator Field,4,53%,165,44%,63%
Barik,Architectonics,Foundation,4,49%,527,44%,55%
Barik,Architectonics,Bunker,4,46%,"2,948",43%,48%
Barik,Architectonics,Palisade,4,45%,"3,252",43%,47%
Barik,Architectonics,Red Streak,4,46%,359,40%,53%
Barik,Architectonics,Failsafe,3,53%,"25,863",53%,54%
Barik,Architectonics,Bowling Ball,3,53%,"12,178",52%,55%
Barik,Architectonics,Brave and Bold,3,53%,"10,703",52%,55%
Barik,Architectonics,Forged Alloy,3,53%,"7,920",51%,54%
Barik,Architectonics,Healing Station,3,52%,"24,432",51%,53%
Barik,Architectonics,Field Deploy,3,51%,"21,298",51%,52%
Barik,Architectonics,Double-Time,3,53%,"3,023",50%,55%
Barik,Architectonics,Combat Repair,3,52%,"9,329",50%,53%
Barik,Architectonics,One Man's Scrap,3,52%,"6,363",50%,53%
Barik,Architectonics,Fuel Efficiency,3,53%,"1,073",49%,57%
Barik,Architectonics,One Man's Treasure,3,51%,"3,702",49%,54%
Barik,Architectonics,Accelerator Field,3,54%,438,48%,60%
Barik,Architectonics,Bunker,3,51%,"1,678",48%,54%
Barik,Architectonics,Palisade,3,50%,"2,228",47%,53%
Barik,Architectonics,Red Streak,3,50%,"1,757",47%,53%
Barik,Architectonics,Foundation,3,49%,"1,284",45%,52%
Barik,Architectonics,Fuel Efficiency,2,56%,"1,287",52%,59%
Barik,Architectonics,Forged Alloy,2,53%,"6,165",52%,55%
Barik,Architectonics,Failsafe,2,53%,"8,274",51%,54%
Barik,Architectonics,Combat Repair,2,52%,"23,648",51%,52%
Barik,Architectonics,Brave and Bold,2,51%,"18,299",51%,52%
Barik,Architectonics,Field Deploy,2,52%,"5,149",50%,54%
Barik,Architectonics,One Man's Scrap,2,52%,"5,091",50%,54%
Barik,Architectonics,Healing Station,2,52%,"4,987",50%,54%
Barik,Architectonics,Double-Time,2,52%,"2,578",50%,55%
Barik,Architectonics,Bowling Ball,2,51%,"14,598",50%,52%
Barik,Architectonics,Palisade,2,52%,"1,431",48%,55%
Barik,Architectonics,Bunker,2,51%,"1,623",48%,54%
Barik,Architectonics,One Man's Treasure,2,50%,"3,721",48%,52%
Barik,Architectonics,Foundation,2,51%,"1,307",47%,54%
Barik,Architectonics,Accelerator Field,2,51%,868,47%,56%
Barik,Architectonics,Red Streak,2,48%,937,44%,52%
Barik,Architectonics,Healing Station,1,56%,"3,055",54%,58%
Barik,Architectonics,Brave and Bold,1,54%,"7,916",52%,55%
Barik,Architectonics,Combat Repair,1,53%,"12,036",52%,54%
Barik,Architectonics,Double-Time,1,54%,"2,660",51%,56%
Barik,Architectonics,Forged Alloy,1,53%,"7,027",51%,54%
Barik,Architectonics,One Man's Scrap,1,53%,"4,954",51%,55%
Barik,Architectonics,Bowling Ball,1,52%,"9,366",51%,54%
Barik,Architectonics,Fuel Efficiency,1,53%,"2,080",50%,56%
Barik,Architectonics,One Man's Treasure,1,52%,"5,047",50%,54%
Barik,Architectonics,Field Deploy,1,52%,"3,539",50%,54%
Barik,Architectonics,Failsafe,1,52%,"2,142",50%,55%
Barik,Architectonics,Bunker,1,53%,"1,179",49%,57%
Barik,Architectonics,Palisade,1,51%,"2,604",49%,54%
Barik,Architectonics,Red Streak,1,52%,"1,534",48%,55%
Barik,Architectonics,Accelerator Field,1,50%,796,45%,54%
Barik,Architectonics,Foundation,1,46%,"3,537",44%,49%
Barik,Architectonics,,0,100%,5,71%,100%
Barik,Fortify,Bowling Ball,5,56%,"2,886",54%,59%
Barik,Fortify,Brave and Bold,5,55%,"7,779",54%,57%
Barik,Fortify,Double-Time,5,54%,"4,816",52%,56%
Barik,Fortify,Healing Station,5,53%,"6,356",52%,55%
Barik,Fortify,One Man's Scrap,5,53%,"10,521",51%,54%
Barik,Fortify,Field Deploy,5,53%,"3,130",51%,55%
Barik,Fortify,Fuel Efficiency,5,55%,846,50%,59%
Barik,Fortify,Palisade,5,51%,"7,291",49%,52%
Barik,Fortify,Bunker,5,49%,"2,036",46%,52%
Barik,Fortify,Combat Repair,5,51%,446,45%,57%
Barik,Fortify,Forged Alloy,5,50%,549,45%,56%
Barik,Fortify,Red Streak,5,51%,375,44%,57%
Barik,Fortify,Failsafe,5,53%,162,43%,62%
Barik,Fortify,One Man's Treasure,5,48%,610,43%,54%
Barik,Fortify,Foundation,5,47%,978,43%,51%
Barik,Fortify,Accelerator Field,5,51%,128,40%,62%
Barik,Fortify,Bowling Ball,4,55%,"8,346",54%,56%
Barik,Fortify,Brave and Bold,4,54%,"7,247",52%,55%
Barik,Fortify,Double-Time,4,54%,"6,087",52%,55%
Barik,Fortify,One Man's Scrap,4,54%,"5,872",52%,55%
Barik,Fortify,Failsafe,4,55%,"1,369",51%,58%
Barik,Fortify,Forged Alloy,4,54%,951,50%,59%
Barik,Fortify,Healing Station,4,51%,"19,602",50%,52%
Barik,Fortify,Field Deploy,4,52%,"2,181",49%,55%
Barik,Fortify,Combat Repair,4,52%,888,48%,57%
Barik,Fortify,Fuel Efficiency,4,51%,888,47%,56%
Barik,Fortify,Palisade,4,48%,"11,089",47%,50%
Barik,Fortify,Foundation,4,50%,"1,289",46%,54%
Barik,Fortify,Red Streak,4,51%,377,45%,58%
Barik,Fortify,One Man's Treasure,4,49%,845,45%,54%
Barik,Fortify,Bunker,4,47%,"9,313",45%,48%
Barik,Fortify,Accelerator Field,4,53%,210,44%,62%
Barik,Fortify,Double-Time,3,55%,"4,425",53%,57%
Barik,Fortify,Failsafe,3,54%,"29,832",53%,55%
Barik,Fortify,Bowling Ball,3,54%,"11,920",52%,55%
Barik,Fortify,Brave and Bold,3,54%,"7,097",52%,56%
Barik,Fortify,Healing Station,3,53%,"8,095",51%,54%
Barik,Fortify,Fuel Efficiency,3,53%,"3,150",51%,56%
Barik,Fortify,One Man's Scrap,3,52%,"4,359",50%,54%
Barik,Fortify,Field Deploy,3,52%,"3,938",50%,54%
Barik,Fortify,One Man's Treasure,3,52%,"2,412",49%,54%
Barik,Fortify,Combat Repair,3,52%,"2,355",49%,54%
